,review,is_bad_review,review_clean,doc2vec_vector_0,doc2vec_vector_1,doc2vec_vector_2,doc2vec_vector_3,doc2vec_vector_4,doc2vec_vector_5,doc2vec_vector_6,doc2vec_vector_7
20899,"Just returned form - weeks in america and stayed here for the last - nights. We checked in at -.-- pm and when we got to the room it was still not ready. So we moved to another room. Every day we had to ask for extra toweles as the housekeeping left only two towels. The room is a very standard small size, the beds are old and the publisised pillow choice selection is poor as the pillows are some of the worst we encountered on our trip. The bathroom is very small and has a real stench from the sink. The rooms need a refurb urgently. Room service was delivered cold but after some dispute it was removed from ther bill. On checkout we were granted a late checkout only to return and not be able to get into our room, went to get the problem rectified and then the carpark would not let us out on leaving. The front desk staff were ok but really seemed as though they could not have cared less. Overall, ok if you are happy with basic service with no enthusiasm, and a very basic room. No we would never stay here again.",1,return form week america stay last night check pm get room still ready move another room every day ask extra toweles housekeep leave two towel room standard small size bed old publisised pillow choice selection poor pillow bad encounter trip bathroom small real stench sink room need refurb urgently room service deliver cold dispute remove ther bill checkout grant late checkout return able get room go get problem rectify carpark would let leave front desk staff ok really seem though could care less overall ok happy basic service enthusiasm basic room would never stay,0.33649454,-0.007634283,-0.27620643,-0.033733018,0.7384104,-0.23327382,0.7971921,0.18923369
10609,"I reserved a room for my birthday weekend to make it easier for out of town friends and to get around to the restaurants and bars where I planned to celebrate. I mentioned to the front desk that it was my birthday and within -- minutes, one of the front desk clerks brought up a bottle of champagne, Godiva chocolate and a Happy Birthday card! I was surprised and also very appreciative that they took time to provide these gifts. In addition, the room was clean and cozy. The view was a little iffy of a parking lot, but I'm from Philadelphia, so it wasn't that bad. I would have appreciated a better view for my out of town guests though. We also loved the complimentary breakfast on Sunday. Overall great experience!!!",0,reserve room birthday weekend make easy town friend get around restaurant bar plan celebrate mention front desk birthday within minute one front desk clerk bring bottle champagne godiva chocolate happy birthday card surprise also appreciative take time provide gift addition room clean cozy view little iffy parking lot i'm philadelphia bad would appreciate good view town guest though also love complimentary breakfast sunday overall great experience,0.2472066,0.05803226,-0.14944822,-0.05452347,0.50047016,-0.06796414,0.56062126,0.118515745
11376,"ideal place to stay: great value for money, place is well looked after, very nice staff, huge room. Having stayed at many - star NY hotels, would always choose this place before them.",0,ideal place stay great value money place well look nice staff huge room stay many star ny hotel would always choose place,0.005993436,0.029499132,0.001103056,0.035921488,0.03964632,0.0180962,-0.004427188,-0.03377678
29693,"This place is just a mess. The management just doesn't seem to be able to keep it together. My room wasn't ready until after -:--pm on the first day of my stay. The vending machines were broken on every other floor of the place. The desk attendant lost her cool when guest after guest became angry about their rooms not being ready. She even started slamming doors and office equipment. 
On day two, my room was sorta clean. The housekeeping staff didn't bother cleaning the commode, the bathroom floor, or the coffee machine. This place just disappointed me--I expected more of a name brand. Even the little things like making you get a card to gain access to the wireless even though it's included in the price of the room--what a pain.",1,"place mess management seem able keep together room ready pm first day stay vend machine break every floor place desk attendant lose cool guest guest become angry room ready even start slam door office equipment 
on day two room sorta clean housekeep staff bother cleaning commode bathroom floor coffee machine place disappoint me--i expect name brand even little thing like make get card gain access wireless even though included price room--what pain",0.24999087,0.060306232,-0.20079751,0.056765717,0.7894849,-0.18944517,0.6800294,0.0904541
19917,"I sincerely don't believe some of the negative reviews this property has received. I stay here every year around Christmas for a conference that I've been attending since ----. And I keep coming back. Yes, the rooms are very small...still bigger than what you would expect in Europe. And the steam heat can sometimes be a little noisy (I can only remember one year-one room out of eleven when this was an issue at all). These are the ONLY complaints I can come up with.
The rooms have always been clean and well-maintained. The location is EXCELLENT. The bell man is always very friendly and helpful. The front desk staff isn't overly friendly, but not rude either, by any means. There are TWO restaurants off the lobby. A great deli with reasonably priced burgers-gyros-etc, and an EXCELLENT Thai restaurant. What more could you ask for? If you want to pay $--- a night, stay at the Hilton. It's just around the corner.",0,"sincerely believe negative review property receive stay every year around christmas conference i've attend since keep come back yes room small...still big would expect europe steam heat sometimes little noisy remember one year-one room eleven issue complaint come with.
the room always clean well-maintained location excellent bell man always friendly helpful front desk staff overly friendly rude either mean two restaurant lobby great deli reasonably price burgers-gyros-etc excellent thai restaurant could ask want pay night stay hilton around corner",0.2539669,0.009781527,-0.1958218,0.034593098,0.6846321,-0.1750212,0.67818487,0.062431894
11994,"Do NOT ever stay at this Best Western!!! Our bathroom was filthy dirty - there was an open bar of used soap in the shower, the blow dryer had mutliple black curly hairs all over it and the handle of the blow dryer was greasy with hair products. The bed sheets had - fresh blood stains on them!! On the day of checkout, our bathroom ceiling leaked from a flood from the room above us and we had - inches of water on the entire bathroom floor. We immediately called down to the front desk and was told that they would send some one up right away. No one EVER came up to our room to clean up the water and we were NOT offered another room!! The front desk was NOT accomidating in any way for our inconvenience!! DO NOT STAY AT THIS HOTEL!!!!!",1,ever stay best western bathroom filthy dirty open bar use soap shower blow dryer mutliple black curly hair handle blow dryer greasy hair product bed sheet fresh blood stain day checkout bathroom ceiling leak flood room inch water entire bathroom floor immediately call front desk tell would send one right away one ever come room clean water offer another room front desk accomidating way inconvenience stay hotel,0.2124056,0.02701885,-0.17560658,-0.042587794,0.6981053,-0.12868062,0.6203225,0.075541645
14023,"We booked this hotel on Hotwire. My son and I arrived around --:--pm from the Amtrak station. We had been to Houston where I was undergoing cancer treatment. We had limited funds and I know fully well that when using a debit card that they put a hold for incidentals on the card. Normally this is an amount between $--.-- and $--.-- for a one night stay. We checked in very tired, the hotel restaurant and room service were not operating and I asked for the number of a pizza delivery restaurant. They gave me one and I called to order us a pizza. Imagine my surprise when my debit card declined. I went to the business center to check my balance and was shocked to see that this hotel put a hold on my card for not only the incidental charge but for room and tax as well! I advised them of this and they said sorry but there is nothing we can do. I said my son and I need to eat and were going to order a pizza now we cannot. I asked for a manager and he said very curtly """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""We can call your bank tomorrow if you want"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""". I asked since they already had almost $---.-- held on our card if they could simply pay for the pizza if I ordered and charge it to my room. They said no. Now from being a former hotel executive I know that they could have done this. So I had a crying child who was hungry. We went to our luggage and scrapped up enough change to have almost enough for the pizza. I called and explained the situation to the pizza delivery store and guess what. They brought us a free pizza. That was service! But as far as this hotel goes. Stay away, far away. Horrible customer service. They simply did not care about our situation at all. A poor excuse for a hotel. Hopefully someone in management will read about this and respond but I highly doubt it.",1,booked hotel hotwire son arrive around pm amtrak station houston undergo cancer treatment limited fund know fully well use debit card put hold incidental card normally amount one night stay check tired hotel restaurant room service operate ask number pizza delivery restaurant give one call order pizza imagine surprise debit card decline go business center check balance shock see hotel put hold card incidental charge room tax well advise say sorry nothing say son need eat go order pizza cannot ask manager say curtly call bank tomorrow want ask since already almost hold card could simply pay pizza ordered charge room say former hotel executive know could do cry child hungry go luggage scrap enough change almost enough pizza call explain situation pizza delivery store guess bring free pizza service far hotel go stay away far away horrible customer service simply care situation poor excuse hotel hopefully someone management read respond highly doubt,0.49965715,0.10434023,-0.4250265,-0.057595517,1.333611,-0.3911027,1.2989569,0.21871744
35672,"My wife and I have just returned from a --night stay at the Hotel Chandler and were very pleased with our choice. We, like most people, look at reviews when choosing a hotel and often wonder if what we are reading gives a totally true picture, but having stayed at this hotel we can now readily endorse everything that people have said.
The hotel is in a great location on E--St., equi-distant between Fifth Avenue and Madison, so if you want a cab to go up town it's just a moments walk to the corner of E--St & Madison, and returning, the cab can drop you on the corner of E--St & Fifth which again is just a few moments walk from the hotel. Perfect! 
If you want to walk rather than take a cab then again the hotel is within easy walking distance of many attractions.
Our room was smallish, (not unusual in NYC), but had all that we needed, quietness, (apart from a nosiy air-conditioning unit), a very comfortable bed, and was nicely furnished. We've stayed in NYC on many occasions and this was certainly one of the quietess rooms we've stayed in. The room was situated on the -th floor in the middle of the hotel so there was no view but our priority was a quiet room and that's what we got.
Important point: there is some extension work being carried out next door so there is a possibility that some rooms could be affected by noise - best ask when booking-checking in.
The staff at the front desk and the bell boys were all very friendly and helpful, which is important in any hotel and made our stay more enjoyable - nothing was too much trouble for them.
The hotel had some nice little touches such as internet access in the lobby so we were able to check-in online and print our boarding passes for our flight home. There is also free tea-coffee and iced water available ---- in the lobby.
One slight negative, but of no real importance to us, is that we found the small cocktail bar dark and univiting. We thought we'd give it a try one night but only stayed for one quick drink before going off into town. The bar has no atmosphere and didn't appear to attract many customers.",0,"wife return night stay hotel chandler pleased choice like people look reviews choose hotel often wonder read give totally true picture stay hotel readily endorse everything people said.
the hotel great location e--st equi-distant fifth avenue madison want cab go town moment walk corner e--st madison return cab drop corner e--st fifth moment walk hotel perfect 
if want walk rather take cab hotel within easy walk distance many attractions.
our room smallish unusual nyc need quietness apart nosiy air-conditioning unit comfortable bed nicely furnish we've stay nyc many occasion certainly one quietess room we've stay room situate th floor middle hotel view priority quiet room that's got.
important point extension work carry next door possibility room could affect noise best ask booking-checking in.
the staff front desk bell boys friendly helpful important hotel make stay enjoyable nothing much trouble them.
the hotel nice little touch internet access lobby able check-in online print boarding pass flight home also free tea-coffee iced water available lobby.
one slight negative real importance find small cocktail bar dark univiting think we'd give try one night stay one quick drink go town bar atmosphere appear attract many customer",0.6274073,0.107952684,-0.5940811,-0.0058629313,1.6940836,-0.4083452,1.6443326,0.28026083
10339,"I also stayed at this hotel during the Girls JO's. I would assume, based on the previous reviews that this hotel had been mismanaged and not taken care of. I can say with all sincerity, that if you were to stay at the hotel again, you would see night and day differences. 
I was extremely apprehensive about staying at this hotel after reading previous reviews. As you will see in my other reviews, I am brutally honest with my comments. I would highly recommend this hotel to anyone thinking of staying close to downtown Dallas. Please keep in mind, they are still remodeling, so there are some issues with that, but nothing that interrupted my stay.
Pros
-Location, location, location! Very close to downtown and an easy drive also. Easy back roads to get downtown when the interstate is backed up.
-Clean rooms, hallways, laundry facility, workout facility and dining facility
-Food from restaurant was very good (breakfast buffet in the mornings and a club croissant sandwich a couple of times)
-Stayed in a King Suite. Rooms were large. - LG LCD flat screen monitors. Bedroom was tight, but living room area was large and allowed for a lot of space. Easy to spread out with a laptop. Wet bar was a nice touch also.
-Pool looked clean but I didn't jump in.
-Staff was negotiable on check out time and seemed courteous with other folks in our group
Cons
-Pay $-.-- for --hrs of wireless. I have stayed in - star hotels with free wireless. (Business center was one computer in a cubby hole in the lobby. Signs posted makes it look like they are still revamping the business center)
-Was told $- flat rate for calls out on toll free numbers (had a conference call). Ended up getting charged for $-- or so.
-Each room has a little ledge to walk out on, railing in our room looked like it was ready to fall off. I jiggled it and it almost did! I don't have little ones, but something to keep in mind
-The main bedroom was tight. But nothing you can't handle
-Walls were quite thin. I could hear our neighbors discussions at - AM",0,"also stayed hotel girl jo's would assume base previous review hotel mismanage take care say sincerity stay hotel would see night day difference 
i extremely apprehensive stay hotel read previous review see review brutally honest comment would highly recommend hotel anyone think stay close downtown dallas please keep mind still remodel issue nothing interrupt stay.
pros
-location location location close downtown easy drive also easy back roads get downtown interstate back up.
-clean room hallway laundry facility workout facility din facility
-food restaurant good breakfast buffet morning club croissant sandwich couple times)
-stayed king suite room large lg lcd flat screen monitor bedroom tight live room area large allow lot space easy spread laptop wet bar nice touch also.
-pool look clean jump in.
-staff negotiable check time seem courteous folk group
cons
-pay hr wireless stay star hotel free wireless business center one computer cubby hole lobby sign post make look like still revamp business center)
-was tell flat rate call toll free number conference call end get charge so.
-each room little ledge walk rail room look like ready fall jiggle almost little one something keep mind
-the main bedroom tight nothing can't handle
-walls quite thin could hear neighbor discussion",0.65858537,0.051209904,-0.55176854,-0.06789323,1.6652019,-0.38453352,1.555218,0.3627827
7881,"My company arranged rooms in this hotel for a congress we attendend in Boston. This is an old hotel - think ----'s - and has been renovated. The ladies at the front desk were nice. The room and bathroom were small but clean. The bed was comfortable. My room was quiet - I was on the -th floor, facing in so there wasn't so much street noise. My room was cold - the windows weren't sealed so well. As all hotels in Boston, this one was overpriced but in a good location and close to good restaurants. The doorman did negociate a deal in a van to the airport for $-- much better than a taxi for two people plus luggage.",1,company arrange room hotel congress attendend boston old hotel think renovate lady front desk nice room bathroom small clean bed comfortable room quiet th floor face much street noise room cold windows seal well hotel boston one overprice good location close good restaurant doorman negociate deal van airport much well taxi two people plus luggage,0.09691042,0.009841261,-0.19105315,0.01894582,0.43140626,-0.059449743,0.38253364,0.139702
26361,"Let's face it, the Roosevelt is an old hotel. The lobby is a throwback to yester-year's luxury hotels. The Roosevelt is not a Marriott or a Hyatt. But, it is certainly better than many other hotels I've stayed at in New York City. Let's just say I no longer dread staying downtown anymore. Here's the breakdown:
- Small rooms.
- Everything works. Plumbing, heating, air conditioning, internet.
- Comfortable beds. 
- It's noisy. No matter where your room is, it's going to be noisy because of the horns and sirens of New York City. 
- Lot's of great places to eat nearby.
- Fantastic location. Grand Central station is next door and the New York Public library is just - blocks away. 
- Good and usually friendly staff. I know, you're shocked right? After all this is New York City.
I stay here on business and my company provides the hotel for me. If I was bringing my family on vacation to NYC I'd choose another hotel. Still, for a good reliable place to stay at a great location the Roosevelt deserves a look.",1,"let's face roosevelt old hotel lobby throwback yester-year's luxury hotel roosevelt marriott hyatt certainly well many hotel i've stay new york city let's say long dread stay downtown anymore here's breakdown:
 small rooms.
 everything work plumb heat air condition internet.
 comfortable bed 
 noisy matter room go noisy horn sirens new york city 
 lot's great place eat nearby.
 fantastic location grand central station next door new york public library block away 
 good usually friendly staff know shock right new york city.
i stay business company provide hotel bring family vacation nyc i'd choose another hotel still good reliable place stay great location roosevelt deserve look",0.4634591,0.0369945,-0.36824352,0.03794548,1.0304253,-0.31515038,0.96005994,0.15385261
36427,"I was here for a week, part business, part pleasure, the hotel is in a very good location, uptown and downtown both within walking distance - although I'd still recommend a subway pass or your feet will hurt after a day or two! Only one block down to the subway on -th avenue. Room was very decent size and had everything you would expect! The staff were helpful with queries and were always available to help regardless what time of day. The breakfast service was decent although could have had more choice, but very healthy options. I was only disappointed by the lack of pancakes! Would definitely go back.",0,week part business part pleasure hotel good location uptown downtown within walk distance although i'd still recommend subway pass foot hurt day two one block subway th avenue room decent size everything would expect staff helpful query always available help regardless time day breakfast service decent although could choice healthy option disappointed lack pancake would definitely go back,0.15585913,-0.011323102,-0.19489568,0.052921083,0.3786614,-0.13310918,0.40164503,0.09262027
9786,"The hotel is modest but entirely acceptable. The residential neighborhood seems comfortably safe with lots of people out walking their dogs in the evenings. There are many interesting and delicious ethnic restaurants within a couple blocks and the hotel is close to subway lines for quick access into lower Manhattan. The staff were all pleasant and helpful. The bathroom was very tight but we had a room with a double and single bed, giving us adequate room for two people. The breakfast was standard fare for Comfort Inns everywhere. Protein: hard boiled eggs and peanut butter. Carbs: waffles, instant oatmeal, dry cereal, bagels, and assorted breads,donuts.Fruit. Juices, coffee, milk. Not elegant but I prefer to spend my money in NYC on items other than sleeping arrangements!",0,"hotel modest entirely acceptable residential neighborhood seem comfortably safe lot people walk dog evening many interest delicious ethnic restaurant within couple block hotel close subway line quick access lower manhattan staff pleasant helpful bathroom tight room double single bed give adequate room two people breakfast standard fare comfort inn everywhere protein hard boil egg peanut butter carbs waffle instant oatmeal dry cereal bagel assort breads,donuts.fruit juice coffee milk elegant prefer spend money nyc item sleep arrangement",0.4085155,0.10074978,-0.40137187,-0.036826994,1.0320104,-0.23379707,1.0602301,0.16840258
7315,"On first impressions nice hotel, with a lovely lobby and the swans are cute. The front desk staff were uninterested and had'nt a clue about the area or if they did they did'nt say. Everything was a problem and the answer was usually a shrug of the shoulders and """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""not sure"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""". If only they could have told us that a bus to downtown and an easy connection to another would have got us to NASA we could have saved around $---. I did ask and i was told """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""get a leaflet maybe in the business center"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".
The rooms are a little dated and the carpets badly stained and it was'nt cleaned too well each day.They are large and comfortable. Breakfast was nice and the dining staff were pleasant. I just wish the tip trays were'nt so in your face because often when you go for breakfast you intend going back to your room for your daywear and day bits. The location was great yes skip across the carpark and you were in the Galleria Shops, a really nice shopping area with a mix of different priced shops and some really nice restaurants. Perhaps a concierge desk may help.",1,"first impression nice hotel lovely lobby swan cute front desk staff uninterested had'nt clue area did'nt say everything problem answer usually shrug shoulder sure could tell bus downtown easy connection another would get nasa could save around ask told get leaflet maybe business center"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""".
the room little dated carpet badly stain was'nt clean well day.they large comfortable breakfast nice din staff pleasant wish tip tray were'nt face often go breakfast intend go back room daywear day bit location great yes skip across carpark galleria shop really nice shop area mix different price shop really nice restaurant perhaps concierge desk may help",0.34568515,0.026640845,-0.27389133,-0.024662303,0.97302014,-0.21712962,1.0422338,0.15887634
31340,"The room we had was on the second floor, but it was extremely noisy because it was next to some sort of ventilation fan on the balcony outside. The room is quite small and the shower was too high for me. (I'm -""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""-.) Apart from that it has everything you need and the bed was super big. 
Location wise it was ideal since it was only -- mins walk from Times square. 
The staff members were very friendly and helpful. When we asked for local restaurants they had a list of restaurants that we can have discounts by saying we're staying at Hamptons Inn. However, when we ordered the taxi back to the airport the concierge staff lied to us. He said that the taxi would be on meter and asked us to order a private car instead. Luckily a taxi driver came up and tell us that it should be a flat rate and we didnt take the private car eventually. I find this very shocking.",1,"room second floor extremely noisy next sort ventilation fan balcony outside room quite small shower high i'm apart everything need bed super big 
location wise ideal since min walk time square 
the staff member friendly helpful ask local restaurant list restaurant discount say we're stay hampton inn however order taxi back airport concierge staff lie say taxi would meter ask order private car instead luckily taxi driver come tell flat rate didnt take private car eventually find shock",0.24945754,-0.020254716,-0.2079152,-0.013215891,0.5947356,-0.19264333,0.6052223,0.09986487
34443,"We took advantage of the Starving Artist Package (a Bunkbed Room for $-- - great deal) and were upgraded to a Cheap Full Room upon arrival. We received friendly-excellent customer service our entire stay.
The hotel has so many great amenities - you would never have to leave! First, it has the hippest-busiest lobby ever. Lobby bar pours great (but expensive, with --% already added) drinks. Q-Tip (A Tribe Called Quest) djs every Friday in Liberty Hall, the basement club. There are - excellent-fun-hip boutiques in the hotel: Opening Ceremony & Project No. -. There's also a restaurant-bar (The Breslin), a Sub Shop (No - - ha) and a Stumptown coffee. You'd think that with all these things, the hotel would be extremely loud. But, aside from the lobby, it's not - we slept really well (--th floor).
Great attention to detail in the rooms (clever-funny signage, goofy touches in the mini bar, on the hangers, etc). We felt like rock stars (and were encouraged to be - the room stationary includes Ace-themed blank sheet music). Bed was super comfy. A Cheap Full room is not big, but it's good-sized for NYC, and really comfortable-well-appointed.
One miss: It being early April, the hotel had not yet been switched from heat to cool, so our room was warmer than we'd have liked. We slept with windows open, but it could've used at least a fan or something.
Location was pretty good - convenient to subway lines & Shake SHack, but a bit far uptown for our tastes.
We loved the Ace (it's now my favorite NY hotel) & will definitely be back. Hopefully they will still run specials, as the rack rate can get a bit pricey.",0,"take advantage starve artist package bunkbed room great deal upgrade cheap full room upon arrival receive friendly-excellent customer service entire stay.
the hotel many great amenity would never leave first hippest-busiest lobby ever lobby bar pours great expensive already added drink q-tip tribe call quest dj every friday liberty hall basement club excellent-fun-hip boutique hotel open ceremony project there's also restaurant-bar breslin sub shop ha stumptown coffee think thing hotel would extremely loud aside lobby slept really well th floor).
great attention detail room clever-funny signage goofy touch mini bar hanger etc felt like rock star encourage room stationary include ace-themed blank sheet music bed super comfy cheap full room big good-sized nyc really comfortable-well-appointed.
one miss early april hotel yet switch heat cool room warmer we'd like slept window open could've use least fan something.
location pretty good convenient subway line shake shack bit far uptown tastes.
we love ace favorite ny hotel definitely back hopefully still run special rack rate get bit pricey",0.7505729,0.0815795,-0.5824266,-0.050969094,1.8327404,-0.52378345,1.872609,0.33634493
10210,"I wasn't sure about this hotel after reading the reviews so I booked for two nights although I would be in Philly for nine nights. The staff were pleasant and the location is central to every attraction that you would like to visit. Arch Street itself though is a bit rough to be polite. I was on the -th floor but could still here noisy passers by each night. My room was a good size with a king size bed, fridge and microwave for $--- per night. The bathroom basin was my main issue. The stopper was broken so you have to lift it a few millimetres to let the water out. Quite annoying, but worse was to come. After brushing my teeth I decided to lift the stopper out about an inch so that the water could run out freely. I made the mistake of looking under the stopper. The grime. Ugh. The sight stuck with me the next day and I strolled the surrounding streets Market, Chestnut and Walnut only to find that there were quite a few hotels in the same area. On the map that I had looked at before leaving London they looked much further apart. I checked into the Loews on Market St for two nights and liked it so much that I extended and stayed for seven nights in total. It is less than - mins walk from the Hilton. The Marriott is across the road. All in all the Hilton was adequate for a three star hotel, but not the sort of place for an extended stay. One or two nights would be fine, but if you are not on a budget I would opt for somewhere else. Oh, one good thing about the Hilton was that you could use the business centre i.e use one of three laptops and access the internet without paying any further fees. The Loews charges $-- for -- mins. There is a Free Library about -- mins walk that allows you to access the internet for free for half hour. Very useful.",1,sure hotel read review book two night although would philly nine night staff pleasant location central every attraction would like visit arch street though bit rough polite th floor could still noisy passer night room good size king size bed fridge microwave per night bathroom basin main issue stopper break lift millimetre let water quite annoy bad come brushing teeth decide lift stopper inch water could run freely make mistake look stopper grime ugh sight stick next day stroll surround street market chestnut walnut find quite hotel area map look leave london look much apart checked loews market st two night like much extend stay seven night total less min walk hilton marriott across road hilton adequate three star hotel sort place extend stay one two night would fine budget would opt somewhere else oh one good thing hilton could use business centre i.e use one three laptop access internet without pay fee loews charge min free library min walk allow access internet free half hour useful,0.50934905,0.05309815,-0.5214926,-0.026914181,1.3624161,-0.3028498,1.259912,0.27816147
10241,"This is a convention center hotel but I was very pleased with the facilities, amenities and service. The food was some of the best I've ever had at a large hotel. Room service was outstanding and prompt. Great bedding made a comfortable night's sleep. Excellent service by all that I encountered during my stay. Not as convenient as other downtown hotels to restaurants and shops but still a very nice place especially if you are visiting for a convention at the connected convention center. It made it easy to go back and forth for meetings, etc. Close to the waterfront and airport.",0,convention center hotel please facility amenity service food best i've ever large hotel room service outstanding prompt great bedding make comfortable night's sleep excellent service encounter stay convenient downtown hotel restaurant shop still nice place especially visit convention connect convention center make easy go back forth meeting etc close waterfront airport,0.060762566,0.018419819,-0.07200298,0.044322703,0.28863105,-0.042199727,0.32897562,0.01806145
263,"what a wonderful - room suite i had. clean and comfortable. spacious, and inviting. accommodated - us with room for more. the front desk staff were friendly, and always ready to help with a smile. perfect place to stay when attending airforce basic graduation. close to everything you need. beautiful pool area as well. continental breakfast was way more than expected. will definitely stay again when i go back to san antonio, and recommend my friends.",0,wonderful room suite clean comfortable spacious inviting accommodate room front desk staff friendly always ready help smile perfect place stay attend airforce basic graduation close everything need beautiful pool area well continental breakfast way expect definitely stay go back san antonio recommend friend,0.055955462,-0.027540086,-0.11787664,-0.044191778,0.20565742,-0.12198978,0.2067955,0.07423295
13302,"I stayed here for four nights while attending a trade show. It is a nice hotel, very large (-,---+ rooms). It had all the amenities you would expect, and is not cheap. In addition to my room charge, I had to pay $-- a day for internet service (the slow speed option; the high speed option was $-- a day!), the obligatory """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""service charge"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" tacked onto a room service order, the --% room tax (thanks, Chicago!) etc. A candy bar from the minibar runs about $-.
I ordered room service several times. It was always prompt and the food was always hot and good.
When I checked in they asked me if I minded a room by the elevators. I made the mistake of saying """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""ok"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" -- the noise was bad enough they had a white-noise generator in the room! That's about my only significant complaint -- otherwise it is a nice, if not inexpensive, place to stay.",0,"stay four night attend trade show nice hotel large room amenity would expect cheap addition room charge pay day internet service slow speed option high speed option day obligatory service charge tack onto room service order room tax thanks chicago etc candy bar minibar run 
i ordered room service several time always prompt food always hot good.
when check ask minded room elevator make mistake say ok noise bad enough white-noise generator room that's significant complaint otherwise nice inexpensive place stay",0.28815493,0.029126424,-0.2098147,-0.05234108,0.77114284,-0.18375494,0.79306763,0.160564
33175,We stayed the night before an early flight due to a forecast of bad weather. The location connected to the airport couldn't be beat. It allowed us extra morning sleep where the room ours facing the airport was surprisingly quiet. We booked online at the AAA rate which was reasonable. The room was traditional but very clean. It had in room coffee for the morning rush out. Numerous vans to transport people going to the international terminal with extra baggage so very little wait of -- minutes or less. There is very high priced parking $-- per night however we parked at a lot off site and had them drop us off at the hotel for half that a night.,0,stay night early flight due forecast bad weather location connect airport beat allow extra morning sleep room face airport surprisingly quiet book online aaa rate reasonable room traditional clean room coffee morning rush numerous van transport people go international terminal extra baggage little wait minute less high price parking per night however park lot site drop hotel half night,0.2701121,0.030520188,-0.13868096,0.02709946,0.57481855,-0.09622429,0.49326256,0.12880976
3737,"We are staying here for - nights in a one bed room suite (upstairs). After all the reviews here, we were a bit worried and had double booked the last - nights, just in case. After one night here we cancelled the other hotel.
The pool does have a grimey line just above the water, but the water itself is refreshing, and we've seen the staff clean the filter and pour chlorine in. There are some dry leaves in the garden, but hey, this is California in July. There are squirrels and humming birds.
The room is clean enough - you get black feet if barefoot on the balcony. The sheets and towels are crisp and clean. We get service every day - they change the towels even if we don't put them on the floor.
The utensils, plates, glasses etc in the kitchen were clean, and the fridge+freezer seem rather new. The suite has a high ceiling and feels spaceous. TV works fine. We had a clogged sink in the kitchen, which they came and fixed right away.
With Graumann's Chinese - block away, free parking and cooking possibilities, I'd say this place is well worth the money. There may be other rooms with poorer quality, but ours is very OK.",1,"stay night one bed room suite upstairs review bit worried double book last night case one night cancel hotel.
the pool grimey line water water refresh we've see staff clean filter pour chlorine dry leave garden hey california july squirrel hum birds.
the room clean enough get black foot barefoot balcony sheet towel crisp clean get service every day change towel even put floor.
the utensils plate glass etc kitchen clean fridge+freezer seem rather new suite high ceiling feel spaceous tv work fine clog sink kitchen come fixed right away.
with graumann's chinese block away free park cook possibility i'd say place well worth money may room poorer quality ok",0.49574307,0.038437948,-0.37888354,-0.030738251,1.140755,-0.25906128,1.0956329,0.24543881
5697,"We were a Mom and -- yr. old son spending a weekend night at the hotel. I called - days before and got a very attentive reservationist who suggested a slightly more expensive room with a sofa bed for my son. He said it would all be made up for him and asked if there were other preferences, very attentive. However, I don't think the staff ever got the memo.
We were out later and returned and I was already in bed reading when he went to go to bed and nothing was made up or no linens in the room. It was late to call someone to do this and we just made due vs. having the staff come in so late.
We had already let them know in the afternoon that the refrigerator was not working, the motor was very loud or breaking, and they were to fix it while we were out and we returned to find it the same. The engineer came up and finally just turned it off. 
The next morning there was no hair dryer in the room and they delivered one, but it also did not work right, the heat didn't work. 
It just seemed like a lot for a - star hotel and the price. They did cover our breakfast at checkout as a comp for the problems, but I am not sure that was really enough.
It is a beautiful hotel, the decor and details, the views and location. The staff for the most part was very attentive. It has a great kitchenette. The bed was very comfortable. I think our problems related to housekeeping-maintenance. 
Oh.....and the bathroom door......I don't know what they were thinking, it is a glass panel that slides -"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" from the wall and does not stay closed. NO privacy at all. If you want a private bathroom, or a door that closes, this is not the right place. Also a little awkward for a -- year old son.",1,"mom yr old son spending weekend night hotel call day get attentive reservationist suggest slightly expensive room sofa bed son say would make asked preference attentive however think staff ever get memo.
we later return already bed read go go bed nothing make linen room late call someone make due vs staff come late.
we already let know afternoon refrigerator work motor loud break fix return find engineer come finally turn 
the next morning hair dryer room deliver one also work right heat work 
it seem like lot star hotel price cover breakfast checkout comp problem sure really enough.
it beautiful hotel decor detail view location staff part attentive great kitchenette bed comfortable think problem relate housekeeping-maintenance 
oh.....and bathroom door......i know think glass panel slide wall stay close privacy want private bathroom door close right place also little awkward year old son",0.341886,-0.0198909,-0.2931042,-0.05548467,1.0589712,-0.20480989,1.0340887,0.20736898
